COMBUSTÍVEL,ANO,ESTADO,UNIDADE,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
GLP (m3),2011,RIO GRANDE DO SUL,m3,58235.843155690789,58040.099110255578,68977.864452096081,68157.955099989136,74769.848804519177,78863.407012494528,79693.146739130418,82382.177655593667,73590.659420289841,69311.25,68510.086893019135,67859.126811594208,848391.46515467262
GLP (m3),2011,MATO GROSSO DO SUL,m3,11545.898043826295,11646.248926503464,13310.475598741248,12349.004160487073,13450.587308221573,13860.06398869626,13630.51449275362,14923.740963821223,13175.143115942028,12832.327898550722,12940.078879201443,13058.018115942028,156722.10149268695
GLP (m3),2011,MATO GROSSO,m3,14693.724753563296,14884.783856340984,16707.655479852958,15427.335059969037,15944.654395000936,16027.239091861742,15909.072463768116,16950.650388466187,15219.5634057971,15894.478260869564,15400.937770833489,15605.722826086956,188665.81775241037
GLP (m3),2011,GOIÁS,m3,38556.808563042017,38721.132895453346,42515.528961392665,38745.089959734192,42081.340488301699,41128.390642449252,40899.273550724633,45569.16673414917,39688.023550724633,41724.469202898545,41845.684196133116,43593.82789855072,495068.73664355394
GLP (m3),2011,DISTRITO FEDERAL,m3,12815.023308636375,12819.135012731474,14632.021800301949,13679.340310436717,14400.085207533577,14537.662007162298,14118.456521739128,14865.313429441156,13708.66304347826,14434.449275362318,13872.030049489807,15612.748188405794,169494.92815471886
GLP (m3),2012,RONDÔNIA,m3,6799.795289855072,7129.1304347826081,7401.5471014492741,6887.1875870258236,7330.691531076538,7109.3829642793035,7181.4608913580068,7303.6449275362311,6441.219078625847,7453.4003623188401,7165.4207476292449,7179.9710144927531,85382.851930429562
GLP (m3),2012,ACRE,m3,2353.5471014492755,2750.6666666666665,2554.603260869565,2727.4384982035685,2522.6571500057767,2424.9880997964824,2778.22609889661,2843.8260869565215,2461.1736792657366,2877.5561594202895,2826.3702311875845,2738.6648550724635,31859.717887790539
GLP (m3),2012,AMAZONAS,m3,15846.499999999998,14964.802536231882,17454.509057971012,15675.921278646068,16732.539284456569,15030.18177231636,15635.829049337864,16501.42572463768,15383.858842462152,16407.923913043476,16136.562000982185,15798.039855072462,191568.09331515769
GLP (m3),2012,RORAIMA,m3,1545.514492753623,1539.4311594202898,1682.9148550724635,1657.9533529060964,1674.82439363247,1630.9255833124912,1742.9115054140625,1721.6702898550723,1574.3744182541013,1639.929347826087,1595.7045604379437,1689.7880434782608,19695.942002362961
GLP (m3),2012,PARÁ,m3,27072.749999999996,27369.034420289852,29811.059782608692,26801.546904312821,28971.597181675395,28014.727611245988,27339.417842925475,29200.887681159416,26433.007964936471,29361.528985507241,27176.852659929631,29261.119565217392,336813.53059980844
GLP (m3),2012,AMAPÁ,m3,2314.563405797101,2312.3605072463765,2577.56884057971,2267.67190909483,2425.2492987848977,2407.5506127047893,2325.4461683658947,2441.634057971014,2264.356258359514,2543.003623188406,2292.8257834597557,2477.5271739130435,28649.757639465337
GLP (m3),2012,TOCANTINS,m3,6283.635869565217,6128.6268115942021,6614.5887681159411,6127.7318019833801,6312.165253288782,6072.3687242938313,6209.5098603749575,6644.2898550724631,5687.2886594875617,6412.9999999999991,6246.8243383368099,6282.606884057971,75022.636826171118
GLP (m3),2012,MARANHÃO,m3,19289.378623188404,19285.08876811594,21500.960144927536,19595.104375610641,20569.542208828214,19936.170222895631,20283.095691901744,21341.559782608696,19230.584843109216,21716.403985507248,21146.914667605848,22905.927536231884,246800.73085053099
GLP (m3),2012,PIAUÍ,m3,11888.28260869565,11436.878623188404,12537.90036231884,11771.21639686289,12297.340668999301,12027.280135000212,12021.736168194149,12659.956521739128,11608.069082477308,12409.485507246374,12212.748520205185,12369.29347826087,145240.1880731883
GLP (m3),2012,CEARÁ,m3,36089.711956521736,35263.617753623184,39839.311594202896,35074.567693118726,37729.585164769276,37710.991089021612,37150.0098870363,39517.166666666664,35842.143555017617,39294.375,37527.919521445467,38732.215579710144,449771.6154611336
GLP (m3),2012,RIO GRANDE DO NORTE,m3,16050.548913043476,15554.692028985506,17042.322463768112,15336.04725710363,16642.630697499633,15845.77723164638,16928.892079110465,17915.72644927536,16035.587428379677,17020.195652173912,16199.685782381148,16281.836956521738,196853.94293988906
GLP (m3),2012,PARAÍBA,m3,17800.1865942029,17481.98913043478,18941.592391304348,17249.093690112306,18763.42125747805,18300.241206620478,19206.226160263894,20284.222826086952,18292.519712871002,19654.306159420288,18292.896946743444,18970.831521739128,223237.5275972776
GLP (m3),2012,PERNAMBUCO,m3,42186.820652173905,42457.509057971009,46811.742753623184,42316.844780331805,46265.802681655288,45596.225986445555,47403.214149916043,49763.77717391304,45041.208878211364,48386.411231884056,45804.773135725663,46814.144927536225,548848.47540938703
GLP (m3),2012,ALAGOAS,m3,13309.085144927536,13083.340579710144,14195.677536231882,12925.376693917782,13707.386436882469,13631.114651504948,14380.15994500574,14759.36956521739,13550.204015766107,14690.342391304346,13626.055727192446,14136.211956521738,165994.32464418252
GLP (m3),2012,SERGIPE,m3,9541.963768115942,9289.0326086956502,10452.851449275362,9389.2265348382589,10223.304082729985,10222.860928775437,10463.957800705288,11200.15036231884,9961.9733160502365,10956.451086956522,10232.842312021467,10246.389492753624,122181.00374323662
GLP (m3),2012,BAHIA,m3,68263.711956521729,65595.932971014481,71522.10144927536,65441.755255818702,71105.607720352753,72819.864887566684,73490.919991920164,76951.115942028991,70406.036790882077,75700.346014492752,70124.789268961613,70772.869565217392,852195.05181405286
GLP (m3),2012,MINAS GERAIS,m3,106186.36413043477,105546.67572463767,113191.44746376811,103102.1168762366,119215.67045364736,116635.82213511415,121168.91193912998,122475.47826086955,106627.14750266272,116733.97282608696,109909.96541153843,108825.18478260869,1349618.7575067349
GLP (m3),2012,ESPÍRITO SANTO,m3,20009.994565217392,19440.177536231884,20468.710144927536,19313.928637602967,21806.994827296658,20547.038180200514,21925.239340748445,22896.66485507246,20236.669410162893,21691.494565217392,20735.557599159878,20356.909420289852,249429.37908212788
GLP (m3),2012,RIO DE JANEIRO,m3,80730.480072463761,77200.146739130418,82936.563405797089,78364.304741093409,89483.953346844544,87405.807543680043,87846.155924579158,90222.632246376801,80581.226692117212,86323.903985507233,82422.30401728001,83981.326086956513,1007498.8048018261
GLP (m3),2012,SÃO PAULO,m3,261122.91304347824,257521.28079710144,282656.81884057971,259534.33791758816,300279.09199859743,287447.43738886184,296774.66502799635,303729.55615942023,267779.9069909837,289873.15579710144,279498.83998067933,258402.69565217389,3344620.6995945619
GLP (m3),2012,PARANÁ,m3,66624.938405797089,66243.427536231873,72637.884057971009,70352.283727536735,81028.968795523295,80069.191911906484,81506.00878677181,81252.905797101441,71396.361102017487,77265.97282608696,71363.239444785693,68901.458333333328,888642.64072506304
GLP (m3),2012,SANTA CATARINA,m3,37888.076086956513,37410.221014492752,40964.329710144921,38917.801271810953,43878.199932404525,43832.995327890763,44775.928474653534,45516.072463768112,40010.60633201668,43601.199275362313,40836.81207612883,38540.092391304344,496172.33435693424
GLP (m3),2012,RIO GRANDE DO SUL,m3,60577.374999999993,58296.273550724633,68992.481884057968,66367.142934899253,74738.120399741645,76640.979011483039,78328.87288357185,76483.860507246369,67434.192571897031,73704.340579710144,65220.213069124984,62555.628623188401,829339.4810156452
GLP (m3),2012,MATO GROSSO DO SUL,m3,12031.422101449274,12419.786231884056,13514.01268115942,12538.71288236377,14348.365855191338,14028.307895320821,14937.561381533893,15137.483695652172,12381.545898388542,13861.9384057971,12438.180688146702,12859.80072463768,160497.1184415248
GLP (m3),2012,MATO GROSSO,m3,15411.934782608694,15909.737318840578,16752.271739130432,15300.637053390297,16801.497783896568,16279.843615744139,17263.373174849738,16999.266304347824,15023.892960355504,16771.393115942028,16104.969330259999,15800.297101449274,194419.11428081506
GLP (m3),2012,GOIÁS,m3,42369.130434782601,41503.947463768112,45098.148550724633,39430.475006077882,44794.44434536148,42527.75201370057,44527.918823384702,45573.4981884058,39700.699151520377,43177.088768115937,41741.461789038862,42874.938405797104,513319.50294067815
GLP (m3),2012,DISTRITO FEDERAL,m3,13714.804347826086,13592.648550724636,14694.251811594202,13463.138347309658,15110.513916046302,14367.917833888789,14696.954212923329,15623.766304347824,13905.226385460883,14893.509057971014,13932.59104178569,14830.237318840578,172825.55912871897
GLP (m3),2013,RONDÔNIA,m3,7148.940217391304,6786.6684782608691,7161.9474637681151,7520.5426632732042,7497.0738861052214,6800.594033668368,7565.0742753623181,7662.6576086956511,6741.7355072463761,7471.2898332617333,7246.8906655924638,7589.5929896066491,87193.007622232282
GLP (m3),2013,ACRE,m3,2826.8460144927535,2522.9891304347821,2706.2608695652175,2861.6543856083331,2835.092057946852,2689.3809943193937,3003.619565217391,2979.8206521739125,2746.7264492753625,2922.5807034394252,2859.332609018154,3110.2647160038673,34064.568147495447
GLP (m3),2013,AMAZONAS,m3,16114.599637681158,15338.817028985506,15731.95108695652,16836.037921193441,16141.975516692481,14881.321115736651,16735.374999999996,17201.53985507246,14816.57608695652,17444.447098676465,16556.711900234182,16485.251342372954,194284.60359055834
GLP (m3),2013,RORAIMA,m3,1608.6884057971013,1546.3949275362318,1668.9999999999998,1728.5184643567788,1729.7360938825761,1634.2325278980909,1799.9184782608695,1769.4148550724635,1690.7952898550723,1718.3993642869261,1671.3907262090681,1749.6994133774724,20316.188546532652
GLP (m3),2013,PARÁ,m3,28611.958333333332,26922.759057971012,28431.304347826084,30566.391680995239,30050.301369491775,27805.175706584403,30148.5652173913,31550.384057971012,29392.782608695648,31948.663216336983,30239.125642088624,31055.27953406272,356722.69077274814
GLP (m3),2013,AMAPÁ,m3,2399.673913043478,2268.088768115942,2483.108695652174,2641.5388826372164,2519.9894925567064,2294.721294210462,2532.699275362319,2575.518115942029,2361.3858695652175,2433.3923255275472,2560.8183308441985,2656.5799109020531,29727.514874359338
GLP (m3),2013,TOCANTINS,m3,6374.856884057971,6143.271739130435,6173.798913043478,6750.6797006198249,6596.8747945361229,5785.5918940174788,6785.7735507246371,6816.079710144927,6305.467391304348,6678.128854266889,6595.8919332182613,6918.9715401980357,77925.386905262407
